0.58,3,0
0.58,3,0.01
0.58,3,0.02
0.58,3,0.03
0.63,3,0.04
0.67,3,0.05
0.63,3,0.06
0.58,3,0.07
0.58,3,0.08
0.63,3,0.09
0.58,3,0.1
0.58,3,0.11
0.58,3,0.12
0.72,3,0.13
0.58,3,0.14
0.58,3,0.15
0.63,3,0.16
0.58,3,0.17
0.58,3,0.18
0.58,3,0.19
0.58,3,0.2
0.58,3,0.21
0.63,3,0.22
0.58,3,0.23
0.58,3,0.24
0.67,3,0.25
0.63,3,0.26
0.58,3,0.27
0.58,3,0.28
0.58,3,0.29
0.58,3,0.3
0.67,3,0.31
0.58,3,0.32
0.53,3,0.33
0.58,3,0.34
0.63,3,0.35
0.67,3,0.36
0.63,3,0.37
0.58,3,0.38
0.58,3,0.39
0.58,3,0.4
0.58,3,0.41
0.58,3,0.42
0.58,3,0.43
0.67,3,0.44
0.58,3,0.45
0.63,3,0.46
0.58,3,0.47
0.67,3,0.48
0.67,3,0.49
0.63,3,0.5
0.53,3,0.51
0.67,3,0.52
0.58,3,0.53
0.58,3,0.54
0.63,3,0.55
0.63,3,0.56
0.63,3,0.57
0.67,3,0.58
0.58,3,0.59
0.58,3,0.6
0.53,3,0.61
0.67,3,0.62
0.67,3,0.63
0.53,3,0.64
0.58,3,0.65
0.67,3,0.66
0.63,3,0.67
0.67,3,0.68
0.53,3,0.69
0.58,3,0.7
0.58,3,0.71
0.58,3,0.72
0.58,3,0.73
0.67,3,0.74
0.63,3,0.75
0.58,3,0.76
0.58,3,0.77
0.63,3,0.78
0.58,3,0.79
0.53,3,0.8
0.58,3,0.81
0.58,3,0.82
0.58,3,0.83
0.58,3,0.84
0.58,3,0.85
0.67,3,0.86
0.58,3,0.87
0.67,3,0.88
0.58,3,0.89
0.63,3,0.9
0.58,3,0.91
0.63,3,0.92
0.63,3,0.93
0.58,3,0.94
0.67,3,0.95
0.58,3,0.96
0.53,3,0.97
0.58,3,0.98
0.63,3,0.99
0.67,3,1
0.53,3,1.01
0.58,3,1.02
0.63,3,1.03
0.58,3,1.04
0.58,3,1.05
0.58,3,1.06
0.58,3,1.07
0.53,3,1.08
0.58,3,1.09
0.58,3,1.1
0.67,3,1.11
0.63,3,1.12
0.58,3,1.13
0.58,3,1.14
0.58,3,1.15
0.58,3,1.16
0.63,3,1.17
0.63,3,1.18
0.63,3,1.19
0.58,3,1.2
0.58,3,1.21
0.58,3,1.22
0.58,3,1.23
0.58,3,1.24
0.58,3,1.25
0.53,3,1.26
0.58,3,1.27
0.63,3,1.28
0.53,3,1.29
0.67,3,1.3
0.53,3,1.31
0.53,3,1.32
0.63,3,1.33
0.63,3,1.34
0.53,3,1.35
0.58,3,1.36
0.67,3,1.37
0.58,3,1.38
0.53,3,1.39
0.58,3,1.4
0.58,3,1.41
0.58,3,1.42
0.58,3,1.43
0.63,3,1.44
0.63,3,1.45
0.58,3,1.46
0.58,3,1.47
0.53,3,1.48
0.58,3,1.49
0.58,3,1.5
0.58,3,1.51
0.63,3,1.52
0.53,3,1.53
0.58,3,1.54
0.58,3,1.55
0.67,3,1.56
0.58,3,1.57
0.58,3,1.58
0.67,3,1.59
0.58,3,1.6
0.63,3,1.61
0.63,3,1.62
0.58,3,1.63
0.58,3,1.64
0.58,3,1.65
0.58,3,1.66
0.58,3,1.67
0.58,3,1.68
0.67,3,1.69
0.58,3,1.7
0.58,3,1.71
0.58,3,1.72
0.58,3,1.73
0.53,3,1.74
0.63,3,1.75
0.58,3,1.76
0.53,3,1.77
0.58,3,1.78
0.58,3,1.79
0.58,3,1.8
0.63,3,1.81
0.63,3,1.82
0.53,3,1.83
0.63,3,1.84
0.58,3,1.85
0.53,3,1.86
0.58,3,1.87
0.63,3,1.88
0.53,3,1.89
0.63,3,1.9
0.58,3,1.91
0.63,3,1.92
0.58,3,1.93
0.63,3,1.94
0.58,3,1.95
0.58,3,1.96
0.58,3,1.97
0.58,3,1.98
0.58,3,1.99
0.58,3,2
0.58,3,2.01
0.58,3,2.02
0.58,3,2.03
0.63,3,2.04
0.63,3,2.05
0.67,3,2.06
0.63,3,2.07
0.58,3,2.08
0.58,3,2.09
0.63,3,2.1
0.72,3,2.11
0.86,3,2.12
1.11,3,2.13
1.21,3,2.14
1.46,3,2.15
1.67,3,2.16
2.04,3,2.17
2.36,3,2.18
2.8,3,2.19
3.07,3,2.2
3.53,3,2.21
3.87,3,2.22
4.28,3,2.23
4.69,3,2.24
5.1,3,2.25
5.59,3,2.26
5.95,3,2.27
6.32,3,2.28
6.69,3,2.29
7.13,3,2.3
7.51,3,2.31
7.83,3,2.32
8.28,3,2.33
8.6,3,2.34
8.86,3,2.35
9.26,3,2.36
9.59,3,2.37
10.32,3,2.38
10.25,3,2.39
10.45,3,2.4
10.72,3,2.41
11.06,3,2.42
11.26,3,2.43
11.47,3,2.44
11.81,3,2.45
12.02,3,2.46
12.29,3,2.47
12.5,3,2.48
12.57,3,2.49
12.85,3,2.5
13.06,3,2.51
13.2,3,2.52
13.34,3,2.53
13.55,3,2.54
13.69,3,2.55
13.83,3,2.56
14.04,3,2.57
14.19,3,2.58
14.26,3,2.59
14.47,3,2.6
14.54,3,2.61
14.69,3,2.62
14.76,3,2.63
14.9,3,2.64
14.97,3,2.65
14.97,3,2.66
15.26,3,2.67
15.26,3,2.68
15.48,3,2.69
15.41,3,2.7
15.62,3,2.71
15.55,3,2.72
15.7,3,2.73
15.77,3,2.74
15.84,3,2.75
15.91,3,2.76
15.99,3,2.77
15.99,3,2.78
16.13,3,2.79
16.13,3,2.8
16.28,3,2.81
16.35,3,2.82
16.43,3,2.83
16.43,3,2.84
16.43,3,2.85
16.43,3,2.86
16.5,3,2.87
16.65,3,2.88
16.57,3,2.89
16.79,3,2.9
16.72,3,2.91
16.79,3,2.92
16.79,3,2.93
16.79,3,2.94
16.79,3,2.95
16.94,3,2.96
16.94,3,2.97
17.09,3,2.98
16.94,3,2.99
17.02,3,3
17.09,3,3.01
17.16,3,3.02
17.16,3,3.03
17.09,3,3.04
17.16,3,3.05
17.24,3,3.06
17.24,3,3.07
17.24,3,3.08
17.16,3,3.09
17.31,3,3.1
17.31,3,3.11
17.31,3,3.12
17.46,3,3.13
17.31,3,3.14
17.39,3,3.15
17.46,3,3.16
17.31,3,3.17
17.46,3,3.18
17.46,3,3.19
17.54,3,3.2
17.54,3,3.21
17.61,3,3.22
17.54,3,3.23
17.54,3,3.24
17.68,3,3.25
17.61,3,3.26
17.61,3,3.27
17.61,3,3.28
17.68,3,3.29
17.68,3,3.3
17.68,3,3.31
17.76,3,3.32
17.76,3,3.33
17.68,3,3.34
17.68,3,3.35
17.76,3,3.36
17.76,3,3.37
17.76,3,3.38
17.83,3,3.39
17.76,3,3.4
17.83,3,3.41
17.76,3,3.42
17.76,3,3.43
17.83,3,3.44
17.76,3,3.45
17.83,3,3.46
17.91,3,3.47
17.91,3,3.48
17.83,3,3.49
17.83,3,3.5
17.83,3,3.51
17.83,3,3.52
17.91,3,3.53
17.83,3,3.54
17.91,3,3.55
17.91,3,3.56
18.06,3,3.57
17.91,3,3.58
17.98,3,3.59
17.98,3,3.6
17.91,3,3.61
17.83,3,3.62
17.91,3,3.63
17.98,3,3.64
17.98,3,3.65
18.06,3,3.66
17.91,3,3.67
18.06,3,3.68
17.98,3,3.69
18.06,3,3.7
18.06,3,3.71
18.06,3,3.72
18.06,3,3.73
18.06,3,3.74
18.06,3,3.75
17.98,3,3.76
18.06,3,3.77
18.13,3,3.78
18.06,3,3.79
18.06,3,3.8
18.06,3,3.81
18.13,3,3.82
18.13,3,3.83
18.13,3,3.84
18.06,3,3.85
18.21,3,3.86
18.13,3,3.87
18.13,3,3.88
18.13,3,3.89
18.13,3,3.9
18.13,3,3.91
18.21,3,3.92
18.13,3,3.93
18.21,3,3.94
18.13,3,3.95
18.13,3,3.96
18.13,3,3.97
18.13,3,3.98
18.13,3,3.99
18.13,3,4
18.21,3,4.01
18.13,3,4.02
18.13,3,4.03
18.21,3,4.04
18.28,3,4.05
18.21,3,4.06
18.21,3,4.07
18.28,3,4.08
18.13,3,4.09
18.13,3,4.1
18.28,3,4.11
18.13,3,4.12
18.21,3,4.13
18.21,3,4.14
18.21,3,4.15
18.28,3,4.16
18.21,3,4.17
18.28,3,4.18
18.21,3,4.19
18.21,3,4.2
18.28,3,4.21
18.28,3,4.22
18.28,3,4.23
18.21,3,4.24
18.28,3,4.25
18.21,3,4.26
18.28,3,4.27
18.21,3,4.28
18.21,3,4.29
18.21,3,4.3
18.21,3,4.31
18.21,3,4.32
18.21,3,4.33
18.28,3,4.34
18.21,3,4.35
18.28,3,4.36
18.28,3,4.37
18.21,3,4.38
18.36,3,4.39
18.28,3,4.4
18.28,3,4.41
18.28,3,4.42
18.28,3,4.43
18.21,3,4.44
18.36,3,4.45
18.28,3,4.46
18.28,3,4.47
18.21,3,4.48
18.36,3,4.49
18.28,3,4.5
18.36,3,4.51
18.28,3,4.52
18.36,3,4.53
18.28,3,4.54
18.28,3,4.55
18.36,3,4.56
18.28,3,4.57
18.36,3,4.58
18.28,3,4.59
18.28,3,4.6
18.36,3,4.61
18.36,3,4.62
18.36,3,4.63
18.36,3,4.64
18.28,3,4.65
18.28,3,4.66
18.28,3,4.67
18.28,3,4.68
18.36,3,4.69
18.13,3,4.7
18.28,3,4.71
18.36,3,4.72
18.36,3,4.73
18.28,3,4.74
18.36,3,4.75
18.36,3,4.76
18.28,3,4.77
18.28,3,4.78
18.28,3,4.79
18.36,3,4.8
18.36,3,4.81
18.28,3,4.82
18.36,3,4.83
18.28,3,4.84
18.36,3,4.85
18.36,3,4.86
18.36,3,4.87
18.36,3,4.88
18.28,3,4.89
18.36,3,4.9
18.36,3,4.91
18.28,3,4.92
18.43,3,4.93
18.36,3,4.94
18.36,3,4.95
18.36,3,4.96
18.43,3,4.97
18.36,3,4.98
18.36,3,4.99
18.36,3,5
