0.58,30,0.23,0,0.01,7.02
0.67,30,0.62,0,0.02,7.03
0.67,30,1.02,0,0.03,7.04
0.72,30,1.41,0,0.04,7.05
0.67,30,1.82,0,0.05,7.06
0.67,30,2.21,0,0.06,7.07
0.72,30,2.61,0,0.08,7.08
0.67,30,2.99,0,0.09,7.09
0.72,30,3.38,0,0.1,7.1
0.77,30,3.77,0,0.11,7.11
0.77,30,4.16,0,0.12,7.12
0.77,30,4.56,0,0.13,7.13
0.82,30,4.92,0,0.14,7.14
0.82,30,5.32,0,0.15,7.15
0.86,30,5.7,0,0.16,7.16
0.91,30,6.09,0,0.18,7.17
0.96,30,6.45,0,0.19,7.18
1.11,30,6.83,0,0.2,7.19
1.21,30,7.2,0,0.21,7.2
1.26,30,7.57,0,0.22,7.21
1.46,30,7.93,0,0.23,7.22
1.46,30,8.3,0,0.24,7.23
1.67,30,8.66,0,0.25,7.24
1.83,30,9.02,0,0.26,7.25
1.93,30,9.34,0,0.27,7.26
2.09,30,9.7,0,0.28,7.27
2.3,30,10.04,0,0.29,7.28
2.52,30,10.37,0,0.3,7.29
2.63,30,10.69,0,0.31,7.3
2.96,30,11.02,0,0.32,7.31
3.24,30,11.34,0,0.33,7.32
3.41,30,11.66,0,0.34,7.33
3.7,30,11.95,0,0.35,7.34
3.99,30,12.26,0,0.35,7.35
4.28,30,12.57,0,0.36,7.36
4.45,30,12.86,0,0.37,7.37
4.81,30,13.14,0,0.38,7.38
5.1,30,13.43,0,0.39,7.39
5.4,30,13.69,0,0.4,7.4
5.65,30,13.97,0,0.4,7.41
6.07,30,14.23,0,0.41,7.42
6.26,30,14.5,0,0.42,7.43
6.57,30,14.75,0,0.43,7.44
6.88,30,15.02,0,0.43,7.45
7.26,30,15.25,0,0.44,7.46
7.51,30,15.5,0,0.45,7.47
7.89,30,15.72,0,0.45,7.48
8.28,30,15.97,0,0.46,7.49
8.54,30,16.19,0,0.47,7.5
8.93,30,16.42,0,0.47,7.51
9.19,30,16.64,0,0.48,7.52
9.65,30,16.85,0,0.49,7.53
9.85,30,17.07,0,0.49,7.54
10.32,30,17.28,0,0.5,7.55
10.52,30,17.49,0,0.51,7.56
10.72,30,17.67,0,0.51,7.57
11.13,30,17.88,0,0.52,7.58
11.33,30,18.07,0,0.52,7.59
11.74,30,18.26,0,0.53,7.6
11.95,30,18.45,0,0.53,7.61
12.29,30,18.62,0,0.54,7.62
12.57,30,18.81,0,0.54,7.63
12.92,30,18.99,0,0.55,7.64
13.2,30,19.16,0,0.55,7.65
13.48,30,19.37,0,0.56,7.66
13.76,30,19.49,0,0.56,7.67
13.97,30,19.66,0,0.57,7.68
14.26,30,19.83,0,0.57,7.69
14.47,30,19.98,0,0.58,7.7
14.69,30,20.14,0,0.58,7.71
14.97,30,20.28,0,0.59,7.72
15.26,30,20.44,0,0.59,7.73
15.48,30,20.59,0,0.6,7.74
15.77,30,20.73,0,0.6,7.75
15.99,30,20.87,0,0.6,7.76
16.13,30,21.02,0,0.61,7.77
16.5,30,21.14,0,0.61,7.78
16.65,30,21.29,0,0.62,7.79
16.87,30,21.42,0,0.62,7.8
17.02,30,21.55,0,0.62,7.81
17.24,30,21.68,0,0.63,7.82
17.54,30,21.81,0,0.63,7.83
17.61,30,21.93,0,0.63,7.84
17.83,30,22.05,0,0.64,7.85
18.06,30,22.17,0,0.64,7.86
18.21,30,22.29,0,0.64,7.87
18.43,30,22.41,0,0.65,7.88
18.58,30,22.53,0,0.65,7.89
