3.07,3,0,0.11,0
3.02,3,0,0.11,0.01
2.96,3,0,0.11,0.02
3.07,3,0,0.11,0.03
3.02,3,0,0.11,0.04
3.02,3,0,0.11,0.05
2.96,3,0,0.11,0.06
2.96,3,0,0.11,0.07
2.96,3,0,0.11,0.08
3.02,3,0,0.11,0.09
3.02,3,0,0.11,0.1
3.02,3,0,0.11,0.11
2.96,3,0,0.11,0.12
3.02,3,0,0.11,0.13
3.02,3,0,0.11,0.14
3.07,3,0,0.11,0.15
3.02,3,0,0.11,0.16
3.02,3,0,0.11,0.17
2.96,3,0,0.11,0.18
2.96,3,0,0.11,0.19
3.02,3,0,0.11,0.2
3.02,3,0,0.11,0.21
3.02,3,0,0.11,0.22
3.07,3,0,0.11,0.23
3.02,3,0,0.11,0.24
2.96,3,0,0.11,0.25
2.96,3,0,0.11,0.26
3.02,3,0,0.11,0.27
2.96,3,0,0.11,0.28
2.96,3,0,0.11,0.29
2.96,3,0,0.11,0.3
3.02,3,0,0.11,0.31
3.02,3,0,0.11,0.32
3.02,3,0,0.11,0.33
3.07,3,0,0.11,0.34
3.07,3,0,0.11,0.35
2.96,3,0,0.11,0.36
3.02,3,0,0.11,0.37
3.02,3,0,0.11,0.38
3.02,3,0,0.11,0.39
2.96,3,0,0.11,0.4
3.02,3,0,0.11,0.41
3.02,3,0,0.11,0.42
2.96,3,0,0.11,0.43
3.07,3,0,0.11,0.44
3.07,3,0,0.11,0.45
3.07,3,0,0.11,0.46
2.96,3,0,0.11,0.47
3.02,3,0,0.11,0.48
2.96,3,0,0.11,0.49
3.02,3,0,0.11,0.5
3.07,3,0,0.11,0.51
3.02,3,0,0.11,0.52
3.02,3,0,0.11,0.53
3.02,3,0,0.11,0.54
3.02,3,0,0.11,0.55
3.07,3,0,0.11,0.56
2.96,3,0,0.11,0.57
3.07,3,0,0.11,0.58
3.02,3,0,0.11,0.59
2.96,3,0,0.11,0.6
3.02,3,0,0.11,0.61
3.02,3,0,0.11,0.62
3.07,3,0,0.11,0.63
3.02,3,0,0.11,0.64
3.07,3,0,0.11,0.65
3.07,3,0,0.11,0.66
3.02,3,0,0.11,0.67
3.02,3,0,0.11,0.68
3.07,3,0,0.11,0.69
2.96,3,0,0.11,0.7
3.02,3,0,0.11,0.71
3.02,3,0,0.11,0.72
3.02,3,0,0.11,0.73
3.02,3,0,0.11,0.74
3.02,3,0,0.11,0.75
3.02,3,0,0.11,0.76
2.96,3,0,0.11,0.77
2.96,3,0,0.11,0.78
3.02,3,0,0.11,0.79
3.02,3,0,0.11,0.8
3.02,3,0,0.11,0.81
3.07,3,0,0.11,0.82
3.02,3,0,0.11,0.83
3.07,3,0,0.11,0.84
2.96,3,0,0.11,0.85
3.02,3,0,0.11,0.86
2.96,3,0,0.11,0.87
2.96,3,0,0.11,0.88
3.02,3,0,0.11,0.89
3.02,3,0,0.11,0.9
3.02,3,0,0.11,0.91
3.02,3,0,0.11,0.92
3.02,3,0,0.11,0.93
3.02,3,0,0.11,0.94
